State,RegionName,2000q1,2000q2,2000q3,2000q4,2001q1,2001q2,2001q3,2001q4,2002q1,2002q2,2002q3,2002q4,2003q1,2003q2,2003q3,2003q4,2004q1,2004q2,2004q3,2004q4,2005q1,2005q2,2005q3,2005q4,2006q1,2006q2,2006q3,2006q4,2007q1,2007q2,2007q3,2007q4,2008q1,2008q2,2008q3,2008q4,2009q1,2009q2,2009q3,2009q4,2010q1,2010q2,2010q3,2010q4,2011q1,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,Price_Ratio
New York,Syracuse,56800.0,57866.666666666664,57400.0,57233.333333333336,57100.0,56966.666666666664,57433.333333333336,58000.0,59033.333333333336,60200.0,61400.0,62366.666666666664,63233.333333333336,64000.0,65333.333333333336,66566.66666666667,66266.66666666667,65800.0,66200.0,67000.0,67666.66666666667,68800.0,69300.0,70100.0,70966.66666666667,71433.33333333333,72666.66666666667,72833.33333333333,73433.33333333333,73966.66666666667,73666.66666666667,74400.0,76000.0,76600.0,76900.0,76900.0,75400.0,75033.33333333333,75533.33333333333,76433.33333333333,79266.66666666667,79933.33333333333,79533.33333333333,79133.33333333333,77133.33333333333,77766.66666666667,78500.0,77733.33333333333,77133.33333333333,77133.33333333333,77600.0,78000.0,77633.33333333333,77200.0,77266.66666666667,76833.33333333333,76433.33333333333,76533.33333333333,75733.33333333333,75133.33333333333,76966.66666666667,78533.33333333333,79200.0,80400.0,80566.66666666667,78733.33333333333,78350.0,1.0208796090626389
New Mexico,Las Cruces,108400.0,108866.66666666667,109933.33333333333,111666.66666666667,113266.66666666667,113866.66666666667,114466.66666666667,114733.33333333333,116433.33333333333,116933.33333333333,117300.0,117500.0,118366.66666666667,119600.0,120233.33333333333,121700.0,123200.0,124633.33333333333,126233.33333333333,130366.66666666667,133900.0,136666.66666666666,138833.33333333334,141200.0,143533.33333333334,149900.0,156666.66666666666,159933.33333333334,162833.33333333334,164966.66666666666,169300.0,168200.0,168400.0,163000.0,159266.66666666666,163166.66666666666,167466.66666666666,170933.33333333334,169300.0,165166.66666666666,157700.0,155800.0,153766.66666666666,151766.66666666666,150266.66666666666,148500.0,147233.33333333334,145566.66666666666,144333.33333333334,141866.66666666666,139200.0,138566.66666666666,137333.33333333334,136966.66666666666,137400.0,136866.66666666666,137200.0,137000.0,137333.33333333334,136800.0,137300.0,137433.33333333334,137566.66666666666,137900.0,137633.33333333334,137733.33333333334,138350.0,0.953588143525741
South Carolina,Charleston,144400.0,149233.33333333334,152900.0,154933.33333333334,155700.0,156666.66666666666,156966.66666666666,156800.0,158766.66666666666,161566.66666666666,163700.0,165766.66666666666,168066.66666666666,168633.33333333334,169133.33333333334,171433.33333333334,174266.66666666666,180133.33333333334,187366.66666666666,194200.0,200933.33333333334,209733.33333333334,221366.66666666666,231700.0,238933.33333333334,245433.33333333334,249433.33333333334,251200.0,248500.0,241166.66666666666,233166.66666666666,226266.66666666666,216266.66666666666,209100.0,204133.33333333334,200500.0,209400.0,212233.33333333334,211133.33333333334,210233.33333333334,210433.33333333334,211800.0,213233.33333333334,211100.0,205800.0,206433.33333333334,204966.66666666666,205166.66666666666,203800.0,203000.0,207166.66666666666,211366.66666666666,214500.0,217700.0,221033.33333333334,225266.66666666666,229166.66666666666,230400.0,232000.0,235900.0,240233.33333333334,244900.0,249500.0,254466.66666666666,257400.0,262700.0,268350.0,0.9852363750588974
Oregon,Eugene,141700.0,142100.0,143000.0,142500.0,143033.33333333334,143700.0,146000.0,145900.0,148433.33333333334,149933.33333333334,151133.33333333334,153266.66666666666,154766.66666666666,158066.66666666666,160900.0,165233.33333333334,169633.33333333334,173800.0,178466.66666666666,184400.0,191133.33333333334,199600.0,210300.0,221466.66666666666,230000.0,237633.33333333334,243433.33333333334,247466.66666666666,248766.66666666666,251333.33333333334,251000.0,249000.0,245000.0,241533.33333333334,240100.0,236533.33333333334,231100.0,227333.33333333334,222966.66666666666,221733.33333333334,225300.0,222866.66666666666,216933.33333333334,212266.66666666666,211500.0,205733.33333333334,203400.0,201766.66666666666,200933.33333333334,201400.0,203200.0,203333.33333333334,203000.0,208600.0,214233.33333333334,217366.66666666666,219033.33333333334,219833.33333333334,222433.33333333334,225366.66666666666,227000.0,231000.0,234200.0,238200.0,241400.0,247733.33333333334,251250.0,1.0624633431085044
Delaware,Newark,128033.33333333333,129366.66666666667,130366.66666666667,131700.0,134033.33333333334,136066.66666666666,138233.33333333334,140733.33333333334,144266.66666666666,148133.33333333334,151900.0,155666.66666666666,160466.66666666666,163633.33333333334,166366.66666666666,169966.66666666666,174100.0,179733.33333333334,187033.33333333334,193466.66666666666,199866.66666666666,207100.0,217400.0,226433.33333333334,229700.0,233500.0,236033.33333333334,238500.0,239866.66666666666,240533.33333333334,238500.0,235866.66666666666,232700.0,230200.0,228866.66666666666,225400.0,221433.33333333334,219033.33333333334,216966.66666666666,216566.66666666666,218300.0,217366.66666666666,211600.0,206333.33333333334,204466.66666666666,200600.0,198666.66666666666,197933.33333333334,196766.66666666666,194200.0,192566.66666666666,193866.66666666666,194400.0,195666.66666666666,196700.0,194900.0,197600.0,201233.33333333334,203400.0,205233.33333333334,203966.66666666666,205366.66666666666,209233.33333333334,211900.0,212833.33333333334,213933.33333333334,215500.0,1.0509815857555926
South Carolina,Columbia,96533.33333333333,98166.66666666667,99233.33333333333,100766.66666666667,101433.33333333333,102166.66666666667,104466.66666666667,106666.66666666667,107433.33333333333,109533.33333333333,109766.66666666667,110166.66666666667,110800.0,111300.0,112800.0,113466.66666666667,115133.33333333333,117433.33333333333,119366.66666666667,121533.33333333333,123233.33333333333,125066.66666666667,127166.66666666667,129766.66666666667,132133.33333333334,133600.0,133900.0,134833.33333333334,135766.66666666666,136266.66666666666,135900.0,134800.0,132966.66666666666,132500.0,132800.0,133266.66666666666,134533.33333333334,134433.33333333334,134266.66666666666,134333.33333333334,134933.33333333334,134100.0,134766.66666666666,133133.33333333334,130466.66666666667,128733.33333333333,125466.66666666667,123566.66666666667,122600.0,120633.33333333333,121500.0,121933.33333333333,121600.0,122366.66666666667,121433.33333333333,119866.66666666667,120733.33333333333,121266.66666666667,120000.0,119800.0,119866.66666666667,121200.0,123333.33333333333,125266.66666666667,125100.0,125200.0,125800.0,0.9856186461691048
California,Orange,255133.33333333334,261766.66666666666,270533.3333333333,278100.0,286466.6666666667,297300.0,304100.0,314400.0,325833.3333333333,334466.6666666667,348166.6666666667,369133.3333333333,386900.0,404033.3333333333,419433.3333333333,444800.0,478633.3333333333,521300.0,557066.6666666666,578600.0,592133.3333333334,612500.0,639366.6666666666,661233.3333333334,677900.0,683366.6666666666,683500.0,675300.0,674366.6666666666,663566.6666666666,648433.3333333334,625133.3333333334,597833.3333333334,558566.6666666666,525766.6666666666,503900.0,472766.6666666667,457100.0,455333.3333333333,458166.6666666667,463466.6666666667,466566.6666666667,457633.3333333333,450166.6666666667,444266.6666666667,433733.3333333333,423666.6666666667,419666.6666666667,422166.6666666667,428433.3333333333,438533.3333333333,448433.3333333333,467600.0,500366.6666666667,526066.6666666666,543533.3333333334,551133.3333333334,556333.3333333334,563200.0,568733.3333333334,576933.3333333334,588400.0,598900.0,604433.3333333334,612966.6666666666,621933.3333333334,630650.0,1.2219791438780718
Connecticut,New Haven,92066.66666666667,93766.66666666667,96800.0,100200.0,104266.66666666667,109133.33333333333,112500.0,115866.66666666667,119633.33333333333,123633.33333333333,128766.66666666667,133166.66666666666,136866.66666666666,140733.33333333334,145500.0,150033.33333333334,155700.0,162133.33333333334,170000.0,176866.66666666666,184166.66666666666,191433.33333333334,199900.0,208400.0,212333.33333333334,216133.33333333334,218033.33333333334,220766.66666666666,222366.66666666666,221500.0,217966.66666666666,216166.66666666666,211233.33333333334,205666.66666666666,200166.66666666666,194566.66666666666,191666.66666666666,188466.66666666666,185666.66666666666,183733.33333333334,183933.33333333334,182900.0,180200.0,175900.0,173666.66666666666,172266.66666666666,171766.66666666666,166433.33333333334,162666.66666666666,161666.66666666666,160933.33333333334,161066.66666666666,162833.33333333334,162966.66666666666,162333.33333333334,162000.0,157400.0,154966.66666666666,153800.0,154200.0,152700.0,152866.66666666666,152433.33333333334,151366.66666666666,152333.33333333334,151800.0,152350.0,1.0912628227803325
Michigan,Flint,52466.666666666664,52800.0,52566.666666666664,52366.666666666664,53400.0,54366.666666666664,55233.333333333336,56600.0,57866.666666666664,58900.0,59433.333333333336,58900.0,58733.333333333336,58633.333333333336,59066.666666666664,60333.333333333336,60866.666666666664,61766.666666666664,63533.333333333336,65033.333333333336,65900.0,67333.33333333333,67500.0,67466.66666666667,66300.0,65533.333333333336,64900.0,64066.666666666664,64100.0,63666.666666666664,62400.0,61066.666666666664,58600.0,56966.666666666664,54600.0,52200.0,48666.666666666664,45233.333333333336,43033.333333333336,41933.333333333336,43600.0,42600.0,41266.666666666664,38466.666666666664,38600.0,38533.333333333336,38866.666666666664,38700.0,36566.666666666664,35266.666666666664,35100.0,35033.333333333336,35533.333333333336,37266.666666666664,39266.666666666664,40800.0,41100.0,41600.0,40633.333333333336,41366.666666666664,40666.666666666664,40666.666666666664,42833.333333333336,45700.0,48900.0,52333.333333333336,52700.0,1.2593957258658806
Michigan,Saginaw,62133.333333333336,62166.666666666664,62633.333333333336,63766.666666666664,64666.666666666664,65933.33333333333,66666.66666666667,67466.66666666667,67966.66666666667,68833.33333333333,69466.66666666667,69900.0,70866.66666666667,71533.33333333333,72566.66666666667,73833.33333333333,74700.0,74800.0,74300.0,74400.0,74633.33333333333,74366.66666666667,73700.0,72966.66666666667,71100.0,69200.0,68866.66666666667,67766.66666666667,66933.33333333333,67566.66666666667,66866.66666666667,65133.333333333336,62800.0,59566.666666666664,56866.666666666664,54633.333333333336,54633.333333333336,55000.0,54933.333333333336,55700.0,56466.666666666664,56400.0,56766.666666666664,58033.333333333336,57700.0,57133.333333333336,54866.666666666664,51666.666666666664,49733.333333333336,50466.666666666664,51733.333333333336,52833.333333333336,53466.666666666664,52533.333333333336,53100.0,52633.333333333336,51966.666666666664,50400.0,49966.666666666664,49466.666666666664,49900.0,50033.333333333336,49166.666666666664,50766.666666666664,49966.666666666664,49566.666666666664,50300.0,1.083030303030303
Indiana,Bloomington,115533.33333333333,115900.0,115100.0,114466.66666666667,116700.0,118733.33333333333,119033.33333333333,119266.66666666667,120900.0,121500.0,119566.66666666667,119333.33333333333,121266.66666666667,122300.0,124166.66666666667,125633.33333333333,126133.33333333333,127433.33333333333,131466.66666666666,136333.33333333334,136033.33333333334,139566.66666666666,140100.0,139566.66666666666,136366.66666666666,133633.33333333334,134366.66666666666,135500.0,139233.33333333334,138533.33333333334,137700.0,136500.0,136433.33333333334,137400.0,135866.66666666666,135066.66666666666,134466.66666666666,134400.0,135100.0,135900.0,138033.33333333334,141833.33333333334,144100.0,144533.33333333334,144900.0,142033.33333333334,141900.0,141666.66666666666,140300.0,141266.66666666666,143133.33333333334,144400.0,146633.33333333334,145766.66666666666,145200.0,145933.33333333334,145766.66666666666,147000.0,149266.66666666666,149666.66666666666,150100.0,152066.66666666666,154766.66666666666,157666.66666666666,160733.33333333334,163200.0,157850.0,1.0223214285714286
Georgia,Savannah,79300.0,78933.33333333333,76500.0,76733.33333333333,76733.33333333333,79933.33333333333,85366.66666666667,84900.0,84633.33333333333,84900.0,85100.0,85366.66666666667,86100.0,87033.33333333333,88633.33333333333,91400.0,94366.66666666667,96233.33333333333,98766.66666666667,102366.66666666667,106866.66666666667,111066.66666666667,114866.66666666667,117933.33333333333,119766.66666666667,122900.0,123900.0,125200.0,125500.0,126100.0,125600.0,124233.33333333333,123233.33333333333,121300.0,121266.66666666667,118966.66666666667,118700.0,118200.0,116733.33333333333,116400.0,115533.33333333333,113400.0,111533.33333333333,108866.66666666667,106633.33333333333,105333.33333333333,102200.0,99533.33333333333,98500.0,98466.66666666667,98800.0,100766.66666666667,98000.0,96966.66666666667,97366.66666666667,96333.33333333333,97933.33333333333,98200.0,98366.66666666667,101266.66666666667,104833.33333333333,107266.66666666667,110300.0,112033.33333333333,112600.0,113866.66666666667,115200.0,1.0262267343485618
California,Berkeley,395633.3333333333,431033.3333333333,464366.6666666667,480866.6666666667,496566.6666666667,497666.6666666667,483266.6666666667,476233.3333333333,471366.6666666667,489200.0,513933.3333333333,524700.0,536700.0,548966.6666666666,557366.6666666666,581366.6666666666,602066.6666666666,625600.0,654300.0,686433.3333333334,721433.3333333334,749066.6666666666,764300.0,760533.3333333334,755200.0,741666.6666666666,733600.0,739733.3333333334,748833.3333333334,752666.6666666666,739566.6666666666,721066.6666666666,702633.3333333334,686666.6666666666,679833.3333333334,668466.6666666666,657533.3333333334,643000.0,644266.6666666666,654833.3333333334,662400.0,660433.3333333334,650333.3333333334,637733.3333333334,623433.3333333334,616466.6666666666,617566.6666666666,614966.6666666666,615566.6666666666,627333.3333333334,650766.6666666666,687000.0,709733.3333333334,757900.0,778766.6666666666,776766.6666666666,793166.6666666666,801033.3333333334,816133.3333333334,847133.3333333334,886133.3333333334,925600.0,957966.6666666666,969633.3333333334,987200.0,991633.3333333334,987100.0,1.0679108346293416
Oklahoma,Norman,87200.0,88200.0,89800.0,91233.33333333333,92600.0,93600.0,94800.0,95600.0,96700.0,97366.66666666667,97433.33333333333,99200.0,101433.33333333333,103600.0,105500.0,106733.33333333333,108500.0,109533.33333333333,111766.66666666667,113400.0,113800.0,114533.33333333333,115966.66666666667,117533.33333333333,118800.0,120066.66666666667,121166.66666666667,121666.66666666667,121866.66666666667,123333.33333333333,123466.66666666667,123733.33333333333,122533.33333333333,122533.33333333333,122300.0,123000.0,122933.33333333333,123100.0,124033.33333333333,124833.33333333333,130966.66666666667,131100.0,130000.0,129433.33333333333,128200.0,128933.33333333333,130566.66666666667,129466.66666666667,127466.66666666667,128566.66666666667,129433.33333333333,131033.33333333333,133266.66666666666,135033.33333333334,136366.66666666666,135133.33333333334,136600.0,138600.0,139000.0,140933.33333333334,140733.33333333334,139966.66666666666,143600.0,149866.66666666666,150900.0,153033.33333333334,153850.0,0.9953966964527484
Texas,Denton,119433.33333333333,121366.66666666667,122833.33333333333,123733.33333333333,124400.0,123866.66666666667,122700.0,122533.33333333333,122866.66666666667,122266.66666666667,122266.66666666667,123133.33333333333,123800.0,124900.0,125766.66666666667,125533.33333333333,125933.33333333333,128366.66666666667,130366.66666666667,131733.33333333334,133866.66666666666,135233.33333333334,135533.33333333334,135700.0,136533.33333333334,136500.0,136433.33333333334,137166.66666666666,137500.0,138866.66666666666,140400.0,142500.0,140000.0,137833.33333333334,136666.66666666666,134766.66666666666,132566.66666666666,130766.66666666667,129633.33333333333,129700.0,135766.66666666666,136800.0,137566.66666666666,137400.0,136000.0,135766.66666666666,134966.66666666666,134500.0,134733.33333333334,134866.66666666666,135633.33333333334,137966.66666666666,139300.0,143766.66666666666,148066.66666666666,150566.66666666666,151133.33333333334,152900.0,155466.66666666666,157400.0,161000.0,166800.0,171266.66666666666,178333.33333333334,182366.66666666666,186466.66666666666,191500.0,1.0540402752995157
Georgia,Athens,100200.0,101366.66666666667,103466.66666666667,106033.33333333333,109600.0,112800.0,114500.0,116766.66666666667,119366.66666666667,120866.66666666667,122300.0,123466.66666666667,124600.0,126766.66666666667,128833.33333333333,129600.0,131600.0,131266.66666666666,131533.33333333334,132366.66666666666,133233.33333333334,135166.66666666666,137033.33333333334,139966.66666666666,141233.33333333334,140633.33333333334,139900.0,139766.66666666666,138366.66666666666,138266.66666666666,139166.66666666666,140266.66666666666,140833.33333333334,139600.0,137266.66666666666,133166.66666666666,132366.66666666666,131833.33333333334,133166.66666666666,136800.0,137900.0,136133.33333333334,131000.0,120433.33333333333,110966.66666666667,106433.33333333333,104633.33333333333,106433.33333333333,111700.0,118566.66666666667,119133.33333333333,119833.33333333333,119566.66666666667,119666.66666666667,123766.66666666667,122700.0,119933.33333333333,119833.33333333333,121500.0,125166.66666666667,127300.0,127366.66666666667,128366.66666666667,131933.33333333334,135400.0,136966.66666666666,139050.0,1.058912768647282
Illinois,Peoria,76000.0,77033.33333333333,76600.0,76633.33333333333,77066.66666666667,78733.33333333333,79100.0,79333.33333333333,78800.0,79400.0,80833.33333333333,81133.33333333333,82433.33333333333,81666.66666666667,82066.66666666667,83566.66666666667,84200.0,84666.66666666667,84833.33333333333,84966.66666666667,86033.33333333333,86900.0,88400.0,90033.33333333333,92033.33333333333,93000.0,92466.66666666667,92866.66666666667,94033.33333333333,95233.33333333333,96366.66666666667,97533.33333333333,95666.66666666667,95133.33333333333,95900.0,95366.66666666667,93933.33333333333,93966.66666666667,93633.33333333333,93333.33333333333,93533.33333333333,92566.66666666667,91233.33333333333,91033.33333333333,90800.0,89533.33333333333,88700.0,87333.33333333333,87433.33333333333,87633.33333333333,87966.66666666667,87900.0,87300.0,86633.33333333333,85500.0,84100.0,84600.0,84833.33333333333,84833.33333333333,85166.66666666667,85066.66666666667,86300.0,88066.66666666667,88333.33333333333,88533.33333333333,88500.0,87750.0,1.0124157502660518
California,Chico,128766.66666666667,132666.66666666666,137200.0,143033.33333333334,147800.0,156266.66666666666,162466.66666666666,166333.33333333334,171766.66666666666,180033.33333333334,191300.0,202333.33333333334,211466.66666666666,223200.0,235433.33333333334,249533.33333333334,259733.33333333334,268566.6666666667,279800.0,290600.0,304500.0,313766.6666666667,323466.6666666667,331766.6666666667,339100.0,339733.3333333333,333133.3333333333,323466.6666666667,315900.0,315500.0,312200.0,309133.3333333333,301533.3333333333,287700.0,274500.0,270433.3333333333,269833.3333333333,267433.3333333333,260733.33333333334,256666.66666666666,245833.33333333334,240100.0,245800.0,237433.33333333334,231133.33333333334,227266.66666666666,222833.33333333334,220933.33333333334,223066.66666666666,225366.66666666666,228833.33333333334,231800.0,236100.0,242433.33333333334,248366.66666666666,254566.66666666666,261033.33333333334,264966.6666666667,267166.6666666667,271200.0,272766.6666666667,274800.0,275133.3333333333,277766.6666666667,283866.6666666667,289033.3333333333,291650.0,1.0757821263866385
Michigan,Ann Arbor,203400.0,210200.0,216400.0,223833.33333333334,229633.33333333334,232800.0,235500.0,239333.33333333334,241533.33333333334,247833.33333333334,253033.33333333334,255800.0,255800.0,257900.0,263300.0,268700.0,273266.6666666667,274000.0,273833.3333333333,276266.6666666667,279833.3333333333,282700.0,282333.3333333333,278200.0,278866.6666666667,278366.6666666667,274566.6666666667,272866.6666666667,265500.0,258833.33333333334,251966.66666666666,244266.66666666666,237933.33333333334,231866.66666666666,230800.0,227100.0,224933.33333333334,220233.33333333334,218333.33333333334,219533.33333333334,224466.66666666666,224633.33333333334,226900.0,230166.66666666666,230500.0,233300.0,229366.66666666666,222600.0,222300.0,231833.33333333334,239266.66666666666,247166.66666666666,246900.0,250633.33333333334,255066.66666666666,263733.3333333333,266400.0,276433.3333333333,284666.6666666667,289366.6666666667,298466.6666666667,299800.0,303766.6666666667,312466.6666666667,316366.6666666667,316533.3333333333,322950.0,1.052822763735432
Massachusetts,Cambridge,275233.3333333333,287000.0,305766.6666666667,320000.0,331966.6666666667,345333.3333333333,352033.3333333333,357800.0,361700.0,366533.3333333333,376900.0,384833.3333333333,392233.3333333333,394733.3333333333,393300.0,399233.3333333333,404900.0,412500.0,418600.0,427100.0,436600.0,441300.0,441033.3333333333,436066.6666666667,431800.0,432766.6666666667,427966.6666666667,425333.3333333333,426266.6666666667,425566.6666666667,424800.0,425500.0,423833.3333333333,419033.3333333333,424100.0,427233.3333333333,421700.0,420166.6666666667,425200.0,425766.6666666667,428300.0,432366.6666666667,432233.3333333333,432733.3333333333,434000.0,436966.6666666667,433366.6666666667,432533.3333333333,439533.3333333333,443866.6666666667,454533.3333333333,467866.6666666667,481833.3333333333,495466.6666666667,509166.6666666667,522700.0,534100.0,551933.3333333334,563200.0,577466.6666666666,593566.6666666666,609433.3333333334,624300.0,635933.3333333334,648100.0,659200.0,667750.0,0.9973026576755255
Texas,College Station,127300.0,128833.33333333333,128766.66666666667,128200.0,129733.33333333333,134466.66666666666,136866.66666666666,140300.0,139200.0,138666.66666666666,137866.66666666666,136700.0,138133.33333333334,138266.66666666666,138733.33333333334,140233.33333333334,142166.66666666666,143433.33333333334,145466.66666666666,146933.33333333334,147633.33333333334,149433.33333333334,152633.33333333334,153866.66666666666,155733.33333333334,156566.66666666666,155600.0,155733.33333333334,157166.66666666666,159400.0,160666.66666666666,162000.0,164133.33333333334,162866.66666666666,162266.66666666666,164400.0,167233.33333333334,168866.66666666666,170533.33333333334,171833.33333333334,165266.66666666666,165533.33333333334,165966.66666666666,164366.66666666666,164466.66666666666,164266.66666666666,163200.0,162766.66666666666,163800.0,164266.66666666666,164933.33333333334,165666.66666666666,166900.0,166766.66666666666,166800.0,167666.66666666666,169100.0,170933.33333333334,174066.66666666666,176533.33333333334,181300.0,184900.0,188866.66666666666,193633.33333333334,198066.66666666666,200966.66666666666,204050.0,0.9644690090801421
Utah,Provo,140466.66666666666,144300.0,148500.0,151200.0,153700.0,155400.0,156500.0,156266.66666666666,155500.0,154000.0,153533.33333333334,154100.0,155233.33333333334,155366.66666666666,154366.66666666666,153100.0,151933.33333333334,152233.33333333334,152800.0,153800.0,155600.0,158333.33333333334,160400.0,163300.0,167833.33333333334,173133.33333333334,182200.0,191666.66666666666,201133.33333333334,206900.0,211766.66666666666,215133.33333333334,219233.33333333334,216933.33333333334,215666.66666666666,217600.0,222733.33333333334,224500.0,217233.33333333334,207033.33333333334,184633.33333333334,179633.33333333334,175900.0,172666.66666666666,170233.33333333334,166433.33333333334,163933.33333333334,161766.66666666666,161400.0,159266.66666666666,158433.33333333334,157800.0,160333.33333333334,163133.33333333334,167200.0,171966.66666666666,175700.0,176900.0,179200.0,181900.0,186533.33333333334,190100.0,193833.33333333334,198000.0,202166.66666666666,206000.0,209750.0,0.9662954714179659
South Carolina,Spartanburg,79633.33333333333,80333.33333333333,81033.33333333333,81266.66666666667,82166.66666666667,83266.66666666667,84033.33333333333,85600.0,85133.33333333333,85633.33333333333,86100.0,86100.0,87000.0,87066.66666666667,87000.0,86566.66666666667,85833.33333333333,85966.66666666667,86533.33333333333,87300.0,88366.66666666667,89000.0,90100.0,92066.66666666667,92933.33333333333,94200.0,94533.33333333333,94800.0,95800.0,96166.66666666667,96833.33333333333,96733.33333333333,95700.0,93800.0,93100.0,92433.33333333333,92900.0,94300.0,94633.33333333333,94000.0,95633.33333333333,95533.33333333333,94633.33333333333,94000.0,92333.33333333333,92166.66666666667,90666.66666666667,88833.33333333333,87133.33333333333,86533.33333333333,87933.33333333333,90800.0,90166.66666666667,89933.33333333333,89866.66666666667,89266.66666666667,89200.0,88900.0,87833.33333333333,88966.66666666667,90400.0,90000.0,91633.33333333333,91966.66666666667,93766.66666666667,95366.66666666667,97150.0,0.9946977730646872
Alabama,Tuscaloosa,104500.0,106033.33333333333,108500.0,108766.66666666667,109900.0,111366.66666666667,110000.0,110700.0,111900.0,111233.33333333333,110900.0,109633.33333333333,108766.66666666667,109133.33333333333,111100.0,115100.0,120600.0,125400.0,129000.0,130433.33333333333,130233.33333333333,130000.0,130533.33333333333,133566.66666666666,136266.66666666666,139400.0,142000.0,143433.33333333334,145733.33333333334,145500.0,144500.0,141266.66666666666,139366.66666666666,139366.66666666666,139600.0,140100.0,139133.33333333334,136933.33333333334,137233.33333333334,136533.33333333334,131933.33333333334,131866.66666666666,129433.33333333333,128966.66666666667,129966.66666666667,128933.33333333333,129233.33333333333,128866.66666666667,129166.66666666667,130333.33333333333,132233.33333333334,132433.33333333334,133733.33333333334,134700.0,132700.0,132333.33333333334,135700.0,137966.66666666666,139566.66666666666,142733.33333333334,145000.0,144700.0,144266.66666666666,145000.0,140300.0,138033.33333333334,138650.0,1.017770204479065
Colorado,Grand Junction,116233.33333333333,117333.33333333333,118633.33333333333,121366.66666666667,123166.66666666667,123533.33333333333,124400.0,125633.33333333333,127400.0,130400.0,134133.33333333334,137466.66666666666,139933.33333333334,142700.0,144300.0,145233.33333333334,147733.33333333334,150800.0,154066.66666666666,158033.33333333334,162100.0,165200.0,168466.66666666666,173966.66666666666,179900.0,185000.0,192333.33333333334,199400.0,206233.33333333334,212666.66666666666,218766.66666666666,221766.66666666666,222600.0,222766.66666666666,220466.66666666666,216533.33333333334,214766.66666666666,211566.66666666666,206666.66666666666,202466.66666666666,192666.66666666666,188566.66666666666,185133.33333333334,180700.0,176900.0,170466.66666666666,165200.0,162333.33333333334,162600.0,165266.66666666666,166733.33333333334,166566.66666666666,169766.66666666666,171300.0,171233.33333333334,173200.0,175166.66666666666,175566.66666666666,177400.0,178066.66666666666,177866.66666666666,179833.33333333334,182033.33333333334,186633.33333333334,188700.0,190366.66666666666,194500.0,1.0529383960926422
South Carolina,Rock Hill,108366.66666666667,109866.66666666667,110466.66666666667,111900.0,112433.33333333333,112566.66666666667,112666.66666666667,113166.66666666667,113766.66666666667,114900.0,115500.0,115466.66666666667,116266.66666666667,117366.66666666667,118300.0,118900.0,119700.0,119766.66666666667,119833.33333333333,120266.66666666667,120266.66666666667,120866.66666666667,122600.0,125200.0,126400.0,127866.66666666667,129433.33333333333,130633.33333333333,130966.66666666667,130500.0,129833.33333333333,128666.66666666667,127433.33333333333,127800.0,128033.33333333333,126400.0,129133.33333333333,129533.33333333333,128833.33333333333,128733.33333333333,127633.33333333333,125666.66666666667,124233.33333333333,123333.33333333333,121566.66666666667,119666.66666666667,117900.0,118633.33333333333,118933.33333333333,120300.0,121100.0,120433.33333333333,119500.0,119766.66666666667,121133.33333333333,121633.33333333333,121166.66666666667,122566.66666666667,124566.66666666667,126633.33333333333,129900.0,132466.66666666666,134933.33333333334,137466.66666666666,139600.0,141366.66666666666,142650.0,0.9866186309830159
North Dakota,Fargo,,,,,,,,,,,,,,,,,,,,132733.33333333334,132966.66666666666,134466.66666666666,136633.33333333334,139666.66666666666,141666.66666666666,142800.0,145200.0,144766.66666666666,143733.33333333334,145266.66666666666,146000.0,146533.33333333334,144400.0,146700.0,147800.0,147666.66666666666,147166.66666666666,146133.33333333334,145833.33333333334,146700.0,155433.33333333334,153266.66666666666,150266.66666666666,150700.0,150166.66666666666,150900.0,152800.0,154133.33333333334,153166.66666666666,153700.0,155200.0,158033.33333333334,161733.33333333334,165033.33333333334,167700.0,170866.66666666666,172033.33333333334,178233.33333333334,183933.33333333334,187300.0,189466.66666666666,192533.33333333334,194966.66666666666,196166.66666666666,198666.66666666666,203033.33333333334,207350.0,1.0038777372262773
Missouri,Columbia,99833.33333333333,101233.33333333333,106900.0,112633.33333333333,115566.66666666667,115166.66666666667,115900.0,116833.33333333333,116766.66666666667,117100.0,118366.66666666667,120633.33333333333,120933.33333333333,120100.0,121766.66666666667,125533.33333333333,133566.66666666666,146000.0,152633.33333333334,153366.66666666666,155933.33333333334,157133.33333333334,153800.0,151400.0,152633.33333333334,154800.0,154133.33333333334,151566.66666666666,147900.0,144200.0,144100.0,145000.0,145233.33333333334,144066.66666666666,145500.0,148300.0,150900.0,152300.0,152700.0,152933.33333333334,147033.33333333334,145666.66666666666,144333.33333333334,143300.0,143233.33333333334,141700.0,141033.33333333334,141366.66666666666,142700.0,143066.66666666666,143400.0,143166.66666666666,144366.66666666666,145066.66666666666,146833.33333333334,147266.66666666666,147500.0,148033.33333333334,148200.0,148366.66666666666,148733.33333333334,148700.0,149166.66666666666,150700.0,152333.33333333334,153366.66666666666,153900.0,0.9459400306412781
