State,RegionName,2000q1,2000q2,2000q3,2000q4,2001q1,2001q2,2001q3,2001q4,2002q1,2002q2,2002q3,2002q4,2003q1,2003q2,2003q3,2003q4,2004q1,2004q2,2004q3,2004q4,2005q1,2005q2,2005q3,2005q4,2006q1,2006q2,2006q3,2006q4,2007q1,2007q2,2007q3,2007q4,2008q1,2008q2,2008q3,2008q4,2009q1,2009q2,2009q3,2009q4,2010q1,2010q2,2010q3,2010q4,2011q1,2011q2,2011q3,2011q4,2012q1,2012q2,2012q3,2012q4,2013q1,2013q2,2013q3,2013q4,2014q1,2014q2,2014q3,2014q4,2015q1,2015q2,2015q3,2015q4,2016q1,2016q2,2016q3,Price_Ratio
Mississippi,Starkville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156300.0,155766.66666666666,150000.0,157233.33333333334,162600.0,164600.0,159700.0,157200.0,159033.33333333334,161066.66666666666,159866.66666666666,161166.66666666666,160900.0,163266.66666666666,160700.0,158633.33333333334,157466.66666666666,158000.0,164066.66666666666,169866.66666666666,170000.0,165400.0,161766.66666666666,165433.33333333334,168150.0,
Florida,Coral Gables,275300.0,289400.0,295400.0,302166.6666666667,316866.6666666667,325800.0,339566.6666666667,360600.0,370600.0,381566.6666666667,396800.0,417633.3333333333,428466.6666666667,444366.6666666667,461733.3333333333,471500.0,483633.3333333333,501366.6666666667,530700.0,558466.6666666666,595533.3333333334,631700.0,665300.0,697433.3333333334,720633.3333333334,736233.3333333334,730133.3333333334,732233.3333333334,734933.3333333334,730200.0,729933.3333333334,703566.6666666666,681333.3333333334,640100.0,593433.3333333334,560766.6666666666,536966.6666666666,522566.6666666667,524400.0,521666.6666666667,494766.6666666667,490233.3333333333,482733.3333333333,471500.0,472733.3333333333,475366.6666666667,472900.0,474833.3333333333,493466.6666666667,505266.6666666667,518566.6666666667,537533.3333333334,555166.6666666666,569733.3333333334,575866.6666666666,597766.6666666666,618866.6666666666,637700.0,655033.3333333334,675500.0,690900.0,704833.3333333334,722300.0,729133.3333333334,726533.3333333334,724833.3333333334,735700.0,1.2249154812783059
Indiana,Richmond,70733.33333333333,71500.0,72000.0,72666.66666666667,74833.33333333333,78466.66666666667,78466.66666666667,77800.0,79133.33333333333,79900.0,80733.33333333333,81466.66666666667,81500.0,81300.0,82433.33333333333,86233.33333333333,86533.33333333333,85966.66666666667,87800.0,89466.66666666667,92700.0,91700.0,91000.0,90000.0,88400.0,90133.33333333333,89900.0,86600.0,81233.33333333333,78300.0,79266.66666666667,78633.33333333333,78966.66666666667,79200.0,76633.33333333333,76033.33333333333,76333.33333333333,75833.33333333333,75133.33333333333,74600.0,74533.33333333333,74600.0,73900.0,73266.66666666667,72300.0,71233.33333333333,70566.66666666667,69900.0,69600.0,69466.66666666667,69100.0,70033.33333333333,70533.33333333333,69133.33333333333,68933.33333333333,68266.66666666667,68333.33333333333,69433.33333333333,68933.33333333333,67900.0,68033.33333333333,68100.0,69166.66666666667,70766.66666666667,70766.66666666667,70366.66666666667,70500.0,1.0443956043956044
Virginia,Charlottesville,146233.33333333334,149700.0,155200.0,156033.33333333334,157433.33333333334,161100.0,165566.66666666666,170733.33333333334,175066.66666666666,180666.66666666666,182533.33333333334,184933.33333333334,188700.0,193433.33333333334,198366.66666666666,203433.33333333334,211166.66666666666,217566.66666666666,226733.33333333334,242733.33333333334,254333.33333333334,266600.0,276533.3333333333,283566.6666666667,289700.0,293666.6666666667,298900.0,294500.0,294400.0,290900.0,286933.3333333333,287566.6666666667,284833.3333333333,284066.6666666667,282133.3333333333,278700.0,274533.3333333333,270500.0,263800.0,259933.33333333334,258566.66666666666,254066.66666666666,251333.33333333334,249533.33333333334,249200.0,246900.0,246433.33333333334,243166.66666666666,237066.66666666666,238700.0,239500.0,241400.0,244533.33333333334,245200.0,246300.0,248533.33333333334,247800.0,251800.0,256300.0,255700.0,257233.33333333334,258066.66666666666,260366.66666666666,263266.6666666667,267166.6666666667,270633.3333333333,271350.0,1.0501540357362908
Louisiana,Thibodaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149800.0,145566.66666666666,145133.33333333334,145866.66666666666,144333.33333333334,146166.66666666666,145733.33333333334,145166.66666666666,141666.66666666666,142866.66666666666,143533.33333333334,141166.66666666666,140300.0,137766.66666666666,132966.66666666666,132333.33333333334,135633.33333333334,139566.66666666666,145733.33333333334,149400.0,154300.0,155333.33333333334,160266.66666666666,163066.66666666666,161666.66666666666,164066.66666666666,159650.0,
Michigan,East Lansing,145866.66666666666,148700.0,152133.33333333334,156166.66666666666,160533.33333333334,161766.66666666666,161400.0,162500.0,163300.0,165866.66666666666,170300.0,174233.33333333334,177900.0,180833.33333333334,181233.33333333334,182066.66666666666,184066.66666666666,183433.33333333334,184200.0,184333.33333333334,184466.66666666666,185266.66666666666,188200.0,191833.33333333334,192466.66666666666,191400.0,187633.33333333334,183800.0,182766.66666666666,179200.0,175400.0,174600.0,170066.66666666666,169400.0,170400.0,163200.0,160666.66666666666,156266.66666666666,152600.0,151633.33333333334,150366.66666666666,149500.0,148233.33333333334,146300.0,145866.66666666666,146833.33333333334,146800.0,145600.0,142133.33333333334,144600.0,145533.33333333334,148466.66666666666,150433.33333333334,150133.33333333334,151133.33333333334,154933.33333333334,158500.0,160600.0,163466.66666666666,165133.33333333334,165500.0,163800.0,163733.33333333334,164833.33333333334,168433.33333333334,171133.33333333334,171950.0,1.0840443686006827
Minnesota,Mankato,114433.33333333333,115366.66666666667,116833.33333333333,117033.33333333333,118566.66666666667,123100.0,126400.0,127200.0,129200.0,131900.0,135666.66666666666,139633.33333333334,142500.0,144133.33333333334,145766.66666666666,148700.0,150666.66666666666,152000.0,153666.66666666666,156733.33333333334,160300.0,163400.0,165033.33333333334,165400.0,165400.0,164333.33333333334,164300.0,164833.33333333334,166266.66666666666,168500.0,168800.0,168300.0,168066.66666666666,168400.0,166900.0,164400.0,161766.66666666666,158333.33333333334,155266.66666666666,152366.66666666666,150766.66666666666,150233.33333333334,151800.0,155700.0,153000.0,152533.33333333334,153933.33333333334,153366.66666666666,154266.66666666666,153533.33333333334,152733.33333333334,153333.33333333334,153166.66666666666,153433.33333333334,155600.0,156200.0,157700.0,161400.0,162433.33333333334,162600.0,165966.66666666666,164866.66666666666,165166.66666666666,168466.66666666666,175200.0,179766.66666666666,180950.0,1.063578947368421
Massachusetts,Fitchburg,111066.66666666667,115366.66666666667,120566.66666666667,125200.0,130500.0,135166.66666666666,141266.66666666666,146666.66666666666,155466.66666666666,162066.66666666666,160533.33333333334,161666.66666666666,165466.66666666666,170366.66666666666,177133.33333333334,181100.0,186533.33333333334,188766.66666666666,197400.0,206100.0,207733.33333333334,209200.0,211500.0,215733.33333333334,220833.33333333334,226800.0,226766.66666666666,225433.33333333334,221433.33333333334,217166.66666666666,208466.66666666666,197133.33333333334,188400.0,181066.66666666666,177433.33333333334,174766.66666666666,170366.66666666666,164833.33333333334,161700.0,160100.0,160233.33333333334,161966.66666666666,160200.0,156866.66666666666,153233.33333333334,152066.66666666666,150866.66666666666,147966.66666666666,149433.33333333334,145700.0,144466.66666666666,142400.0,143166.66666666666,147233.33333333334,151366.66666666666,153533.33333333334,152533.33333333334,151766.66666666666,153000.0,159266.66666666666,158833.33333333334,159000.0,158266.66666666666,160300.0,162700.0,163833.33333333334,166450.0,1.0984833164812942
Maryland,Cumberland,56333.333333333336,57033.333333333336,58066.666666666664,58533.333333333336,58833.333333333336,60400.0,61700.0,61266.666666666664,61333.333333333336,61066.666666666664,60666.666666666664,61366.666666666664,62233.333333333336,63233.333333333336,63666.666666666664,64633.333333333336,65266.666666666664,66600.0,69266.66666666667,70333.33333333333,72133.33333333333,74600.0,77566.66666666667,80533.33333333333,83266.66666666667,85600.0,87066.66666666667,90300.0,91833.33333333333,92466.66666666667,94666.66666666667,95200.0,97466.66666666667,98033.33333333333,96166.66666666667,94333.33333333333,95533.33333333333,95733.33333333333,95700.0,96833.33333333333,93400.0,92166.66666666667,88966.66666666667,86400.0,84300.0,82200.0,81700.0,79833.33333333333,76766.66666666667,75533.33333333333,78066.66666666667,80066.66666666667,82600.0,82633.33333333333,80166.66666666667,80000.0,80466.66666666667,79900.0,79700.0,80700.0,80366.66666666667,80733.33333333333,79200.0,76866.66666666667,75900.0,76333.33333333333,77750.0,1.024025069637883
Pennsylvania,Wilkes-Barre,46500.0,44300.0,46433.333333333336,50100.0,52500.0,51200.0,50133.333333333336,52233.333333333336,50833.333333333336,51466.666666666664,52233.333333333336,52500.0,55033.333333333336,56733.333333333336,56133.333333333336,54733.333333333336,53666.666666666664,54700.0,54266.666666666664,53066.666666666664,51666.666666666664,51833.333333333336,53666.666666666664,54833.333333333336,55233.333333333336,54400.0,55066.666666666664,56466.666666666664,59100.0,61533.333333333336,61300.0,60633.333333333336,60566.666666666664,60500.0,60966.666666666664,61200.0,61733.333333333336,59500.0,59000.0,58500.0,56100.0,57533.333333333336,57200.0,57166.666666666664,57033.333333333336,56133.333333333336,56100.0,56033.333333333336,56066.666666666664,55733.333333333336,54266.666666666664,52566.666666666664,51866.666666666664,51466.666666666664,52566.666666666664,52766.666666666664,53100.0,53200.0,51766.666666666664,52433.333333333336,52833.333333333336,52666.666666666664,53433.333333333336,53433.333333333336,53300.0,52500.0,52600.0,1.0168067226890756
Indiana,Marion,63733.333333333336,63733.333333333336,64733.333333333336,65033.333333333336,66633.33333333333,69066.66666666667,70766.66666666667,71433.33333333333,72833.33333333333,74066.66666666667,73700.0,74333.33333333333,75333.33333333333,75433.33333333333,74466.66666666667,75400.0,78433.33333333333,79733.33333333333,82133.33333333333,84466.66666666667,83666.66666666667,83933.33333333333,84533.33333333333,84466.66666666667,83100.0,80833.33333333333,81300.0,79266.66666666667,70900.0,66766.66666666667,65000.0,63800.0,64366.666666666664,63900.0,61900.0,61066.666666666664,61400.0,61400.0,60833.333333333336,59766.666666666664,61966.666666666664,62633.333333333336,63100.0,63633.333333333336,64700.0,64866.666666666664,64400.0,63633.333333333336,61900.0,61733.333333333336,61933.333333333336,63733.333333333336,64266.666666666664,64633.333333333336,64133.333333333336,62300.0,62066.666666666664,62633.333333333336,63133.333333333336,63866.666666666664,64766.666666666664,64333.333333333336,64533.333333333336,63433.333333333336,61866.666666666664,62466.666666666664,61850.0,1.0407166123778502
Pennsylvania,State College,154600.0,155566.66666666666,155100.0,155200.0,158133.33333333334,159933.33333333334,157366.66666666666,158933.33333333334,160733.33333333334,165266.66666666666,169533.33333333334,170433.33333333334,171200.0,171133.33333333334,177066.66666666666,182000.0,186166.66666666666,190866.66666666666,196233.33333333334,201966.66666666666,207966.66666666666,212433.33333333334,213866.66666666666,216400.0,219066.66666666666,221033.33333333334,223700.0,228466.66666666666,230900.0,231900.0,234200.0,235833.33333333334,235500.0,240966.66666666666,242900.0,240166.66666666666,239666.66666666666,237766.66666666666,238233.33333333334,240900.0,248266.66666666666,251133.33333333334,248900.0,247333.33333333334,245500.0,242400.0,242033.33333333334,241766.66666666666,241000.0,239866.66666666666,242333.33333333334,244233.33333333334,243766.66666666666,247533.33333333334,246866.66666666666,246733.33333333334,245766.66666666666,249233.33333333334,253633.33333333334,259300.0,263266.6666666667,262700.0,262366.6666666667,264533.3333333333,265900.0,269333.3333333333,275800.0,1.013458572830506
Florida,Sarasota,138133.33333333334,141166.66666666666,144533.33333333334,147766.66666666666,151266.66666666666,154900.0,158766.66666666666,162066.66666666666,166133.33333333334,170433.33333333334,174366.66666666666,179933.33333333334,185933.33333333334,190966.66666666666,195466.66666666666,200966.66666666666,207000.0,214666.66666666666,226366.66666666666,241433.33333333334,261000.0,285266.6666666667,311900.0,330833.3333333333,337433.3333333333,338233.3333333333,331533.3333333333,318266.6666666667,304000.0,288033.3333333333,271100.0,257233.33333333334,243466.66666666666,229133.33333333334,218866.66666666666,209733.33333333334,202233.33333333334,195033.33333333334,189900.0,186766.66666666666,186000.0,184533.33333333334,181800.0,178200.0,175733.33333333334,174433.33333333334,170866.66666666666,169733.33333333334,169866.66666666666,172366.66666666666,175266.66666666666,178933.33333333334,183700.0,192266.66666666666,202333.33333333334,210700.0,216633.33333333334,219933.33333333334,223800.0,228900.0,234833.33333333334,241100.0,247566.66666666666,252633.33333333334,256133.33333333334,258700.0,261350.0,1.1748419073662622
Maryland,Towson,169366.66666666666,172533.33333333334,175966.66666666666,178466.66666666666,180466.66666666666,180766.66666666666,181533.33333333334,186800.0,193966.66666666666,200666.66666666666,206066.66666666666,213466.66666666666,220800.0,229333.33333333334,239633.33333333334,248766.66666666666,258166.66666666666,267533.3333333333,279600.0,289866.6666666667,300200.0,312833.3333333333,329200.0,342600.0,352533.3333333333,360900.0,359300.0,358066.6666666667,356100.0,355066.6666666667,351933.3333333333,350133.3333333333,348666.6666666667,349933.3333333333,348733.3333333333,346400.0,340166.6666666667,327866.6666666667,319666.6666666667,317933.3333333333,321566.6666666667,323233.3333333333,322000.0,315100.0,309666.6666666667,306033.3333333333,306766.6666666667,302300.0,300033.3333333333,299733.3333333333,301233.3333333333,305266.6666666667,308700.0,313466.6666666667,319333.3333333333,325666.6666666667,329366.6666666667,338200.0,345233.3333333333,346033.3333333333,344466.6666666667,340200.0,339000.0,342833.3333333333,348800.0,350700.0,351050.0,1.0673037820252134
Massachusetts,Amherst,162366.66666666666,167366.66666666666,166866.66666666666,168266.66666666666,172300.0,178466.66666666666,183266.66666666666,187466.66666666666,194233.33333333334,198766.66666666666,201800.0,206833.33333333334,211000.0,221166.66666666666,239433.33333333334,254400.0,267933.3333333333,277033.3333333333,284433.3333333333,292166.6666666667,303533.3333333333,307400.0,306366.6666666667,308166.6666666667,308666.6666666667,307600.0,308766.6666666667,307866.6666666667,307033.3333333333,313633.3333333333,318333.3333333333,320366.6666666667,310733.3333333333,304233.3333333333,301100.0,300166.6666666667,295266.6666666667,292933.3333333333,291333.3333333333,286500.0,292733.3333333333,287666.6666666667,282533.3333333333,282333.3333333333,284500.0,284666.6666666667,285433.3333333333,283700.0,283466.6666666667,283633.3333333333,283500.0,281333.3333333333,280366.6666666667,291866.6666666667,294266.6666666667,292700.0,296466.6666666667,295233.3333333333,303933.3333333333,314333.3333333333,310600.0,305866.6666666667,300766.6666666667,302466.6666666667,305533.3333333333,307866.6666666667,306650.0,1.0385753299954483
Minnesota,Moorhead,95366.66666666667,93800.0,95833.33333333333,97600.0,102933.33333333333,105133.33333333333,109300.0,110633.33333333333,111666.66666666667,115100.0,115466.66666666667,115600.0,121133.33333333333,120900.0,123600.0,129133.33333333333,130200.0,131600.0,134033.33333333334,139033.33333333334,136066.66666666666,143866.66666666666,144233.33333333334,144633.33333333334,145733.33333333334,144900.0,138633.33333333334,135333.33333333334,136766.66666666666,137766.66666666666,140833.33333333334,142400.0,143633.33333333334,143300.0,144466.66666666666,144600.0,143666.66666666666,142533.33333333334,143066.66666666666,142266.66666666666,144033.33333333334,143933.33333333334,144366.66666666666,143166.66666666666,141766.66666666666,140600.0,139633.33333333334,139933.33333333334,141233.33333333334,140966.66666666666,142666.66666666666,144866.66666666666,146566.66666666666,148266.66666666666,149866.66666666666,151966.66666666666,152833.33333333334,155066.66666666666,157400.0,160600.0,164200.0,166533.33333333334,170100.0,172666.66666666666,174033.33333333334,177400.0,179650.0,1.005378858746492
New Jersey,Ewing,131166.66666666666,139800.0,135100.0,136933.33333333334,143533.33333333334,138866.66666666666,140366.66666666666,143266.66666666666,145366.66666666666,150600.0,158533.33333333334,164566.66666666666,166533.33333333334,171633.33333333334,177666.66666666666,183366.66666666666,188133.33333333334,197300.0,208900.0,215333.33333333334,221000.0,224833.33333333334,232066.66666666666,236166.66666666666,238633.33333333334,240300.0,240800.0,241166.66666666666,240933.33333333334,240066.66666666666,237433.33333333334,237600.0,235733.33333333334,233533.33333333334,229000.0,224366.66666666666,222766.66666666666,219200.0,212966.66666666666,212100.0,214766.66666666666,213933.33333333334,211200.0,203333.33333333334,195033.33333333334,192933.33333333334,188866.66666666666,183000.0,179833.33333333334,174100.0,172700.0,173400.0,171766.66666666666,172133.33333333334,173766.66666666666,174500.0,174633.33333333334,173466.66666666666,173700.0,173233.33333333334,171633.33333333334,171566.66666666666,174633.33333333334,176066.66666666666,177466.66666666666,178100.0,177250.0,1.065389294403893
New York,Saratoga Springs,133633.33333333334,137833.33333333334,139566.66666666666,139433.33333333334,141900.0,145133.33333333334,149933.33333333334,154066.66666666666,158766.66666666666,163000.0,167000.0,171766.66666666666,177066.66666666666,184300.0,191333.33333333334,196366.66666666666,204066.66666666666,210833.33333333334,220366.66666666666,235966.66666666666,248066.66666666666,258000.0,267833.3333333333,276033.3333333333,279066.6666666667,283066.6666666667,286200.0,285033.3333333333,284666.6666666667,286466.6666666667,285100.0,284700.0,283433.3333333333,277433.3333333333,276000.0,272700.0,273033.3333333333,271733.3333333333,270900.0,273500.0,279600.0,283133.3333333333,282200.0,281233.3333333333,278200.0,277233.3333333333,276833.3333333333,277666.6666666667,271666.6666666667,274633.3333333333,275900.0,274033.3333333333,272500.0,273966.6666666667,276966.6666666667,283033.3333333333,287800.0,291766.6666666667,298033.3333333333,299566.6666666667,304033.3333333333,304200.0,302600.0,300700.0,308433.3333333333,311766.6666666667,312800.0,1.0209764474975467
Missouri,Cape Girardeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116200.0,115666.66666666667,115533.33333333333,115766.66666666667,116400.0,116300.0,113600.0,111733.33333333333,111900.0,111033.33333333333,111533.33333333333,112800.0,114433.33333333333,115100.0,115566.66666666667,114466.66666666667,113566.66666666667,114400.0,117400.0,119533.33333333333,118966.66666666667,118766.66666666667,118166.66666666667,118500.0,118033.33333333333,119966.66666666667,119750.0,
Ohio,Bowling Green,127533.33333333333,128933.33333333333,130800.0,133433.33333333334,134433.33333333334,134066.66666666666,133166.66666666666,132733.33333333334,133100.0,134166.66666666666,135433.33333333334,137466.66666666666,140166.66666666666,141933.33333333334,144266.66666666666,145300.0,143200.0,144100.0,146000.0,147033.33333333334,146833.33333333334,147233.33333333334,147866.66666666666,149833.33333333334,150700.0,150000.0,149066.66666666666,146533.33333333334,144866.66666666666,143600.0,144500.0,145600.0,148200.0,145166.66666666666,139266.66666666666,135133.33333333334,134200.0,134466.66666666666,136266.66666666666,137000.0,138966.66666666666,139000.0,137800.0,139000.0,137733.33333333334,143366.66666666666,145833.33333333334,142766.66666666666,139800.0,138066.66666666666,136266.66666666666,135300.0,134500.0,133400.0,134700.0,138933.33333333334,141100.0,141733.33333333334,143266.66666666666,145000.0,144866.66666666666,145633.33333333334,145600.0,146333.33333333334,146433.33333333334,145666.66666666666,147350.0,1.079573624194348
Mississippi,Oxford,122766.66666666667,123300.0,126600.0,132066.66666666666,132033.33333333334,129666.66666666667,126700.0,125433.33333333333,127233.33333333333,132466.66666666666,134566.66666666666,137433.33333333334,139300.0,141100.0,140733.33333333334,142866.66666666666,145500.0,148900.0,153266.66666666666,156666.66666666666,160233.33333333334,161700.0,169266.66666666666,172166.66666666666,174766.66666666666,172900.0,169066.66666666666,168266.66666666666,167366.66666666666,167633.33333333334,170366.66666666666,169600.0,170433.33333333334,171733.33333333334,172966.66666666666,173366.66666666666,174666.66666666666,174666.66666666666,172566.66666666666,172333.33333333334,165366.66666666666,167566.66666666666,168700.0,169866.66666666666,172300.0,169100.0,167700.0,169100.0,171666.66666666666,173600.0,174266.66666666666,172866.66666666666,173566.66666666666,174333.33333333334,177366.66666666666,177100.0,178266.66666666666,179066.66666666666,175900.0,176533.33333333334,177166.66666666666,179566.66666666666,182133.33333333334,184166.66666666666,185533.33333333334,184300.0,183550.0,0.9832061068702291
Ohio,Fairborn,,,,,,,,,,,,,,,,,121800.0,114733.33333333333,111966.66666666667,106700.0,105033.33333333333,106100.0,107133.33333333333,106666.66666666667,106900.0,107866.66666666667,106866.66666666667,104833.33333333333,105933.33333333333,107666.66666666667,107866.66666666667,106066.66666666667,103633.33333333333,103233.33333333333,103033.33333333333,102533.33333333333,101000.0,99600.0,97566.66666666667,97600.0,97833.33333333333,99000.0,99666.66666666667,97833.33333333333,96233.33333333333,94733.33333333333,93766.66666666667,93000.0,93133.33333333333,91700.0,90600.0,90366.66666666667,90666.66666666667,89733.33333333333,89600.0,89366.66666666667,88400.0,88500.0,88233.33333333333,89333.33333333333,90266.66666666667,91066.66666666667,92400.0,91433.33333333333,92800.0,94366.66666666667,95300.0,1.036479250334672
Ohio,Alliance,76033.33333333333,76566.66666666667,77366.66666666667,78133.33333333333,78466.66666666667,78300.0,78300.0,78966.66666666667,81100.0,82533.33333333333,83833.33333333333,83300.0,83366.66666666667,84133.33333333333,85333.33333333333,88200.0,90766.66666666667,92566.66666666667,93466.66666666667,95300.0,94866.66666666667,93233.33333333333,91500.0,90233.33333333333,90700.0,94200.0,94233.33333333333,94500.0,92866.66666666667,92200.0,91966.66666666667,90633.33333333333,90266.66666666667,88966.66666666667,89933.33333333333,87800.0,81566.66666666667,77700.0,75833.33333333333,75866.66666666667,78266.66666666667,77400.0,77466.66666666667,77633.33333333333,78200.0,77366.66666666667,74600.0,73433.33333333333,73166.66666666667,73600.0,74200.0,73633.33333333333,72900.0,74000.0,74733.33333333333,74766.66666666667,74966.66666666667,75700.0,76700.0,78000.0,79466.66666666667,79766.66666666667,78533.33333333333,77700.0,78900.0,79766.66666666667,79900.0,1.145002145002145
North Carolina,Hickory,95266.66666666667,95266.66666666667,93766.66666666667,92366.66666666667,91633.33333333333,92400.0,94100.0,96933.33333333333,98766.66666666667,101400.0,104266.66666666667,107600.0,110433.33333333333,111033.33333333333,109933.33333333333,108966.66666666667,109666.66666666667,111033.33333333333,111800.0,111233.33333333333,112200.0,113466.66666666667,115333.33333333333,116033.33333333333,114833.33333333333,112600.0,111633.33333333333,113933.33333333333,113866.66666666667,115933.33333333333,117466.66666666667,117566.66666666667,119700.0,120533.33333333333,120166.66666666667,120233.33333333333,120666.66666666667,121066.66666666667,122800.0,122533.33333333333,124300.0,124200.0,124000.0,123533.33333333333,121766.66666666667,118433.33333333333,116266.66666666667,115933.33333333333,116366.66666666667,117633.33333333333,119100.0,119500.0,119700.0,120700.0,121000.0,121733.33333333333,122200.0,123133.33333333333,123900.0,124500.0,122666.66666666667,125233.33333333333,125633.33333333333,127166.66666666667,127533.33333333333,128666.66666666667,130500.0,0.9955947136563876
Delaware,Dover,100066.66666666667,100800.0,101566.66666666667,103866.66666666667,105000.0,106466.66666666667,106733.33333333333,107000.0,107600.0,108100.0,110166.66666666667,112166.66666666667,114000.0,116900.0,119466.66666666667,123300.0,127100.0,130266.66666666667,135900.0,140400.0,144800.0,149200.0,153166.66666666666,159300.0,165666.66666666666,172066.66666666666,178033.33333333334,181600.0,182666.66666666666,184333.33333333334,183900.0,182966.66666666666,182266.66666666666,181033.33333333334,178433.33333333334,175866.66666666666,175433.33333333334,171166.66666666666,166866.66666666666,166533.33333333334,168500.0,169066.66666666666,166700.0,165233.33333333334,161100.0,160666.66666666666,161900.0,155466.66666666666,150266.66666666666,148866.66666666666,150666.66666666666,150800.0,150733.33333333334,150566.66666666666,150766.66666666666,152266.66666666666,153466.66666666666,151533.33333333334,152400.0,155866.66666666666,157966.66666666666,159100.0,161900.0,162133.33333333334,163133.33333333334,166166.66666666666,163250.0,1.0576436222005843
Vermont,Burlington,136400.0,140066.66666666666,142666.66666666666,147200.0,147000.0,154400.0,166233.33333333334,167500.0,167966.66666666666,171433.33333333334,173400.0,178533.33333333334,178066.66666666666,177200.0,176600.0,179700.0,185266.66666666666,192200.0,203233.33333333334,212666.66666666666,224466.66666666666,232833.33333333334,240700.0,244566.66666666666,245133.33333333334,243833.33333333334,237233.33333333334,234100.0,229733.33333333334,226400.0,226533.33333333334,226500.0,226166.66666666666,227333.33333333334,226000.0,225233.33333333334,238300.0,243500.0,245933.33333333334,251266.66666666666,244000.0,245700.0,247266.66666666666,246833.33333333334,252066.66666666666,251100.0,248400.0,245466.66666666666,243133.33333333334,247166.66666666666,251500.0,257000.0,258233.33333333334,255166.66666666666,256266.66666666666,259866.66666666666,261100.0,261800.0,262033.33333333334,257833.33333333334,256700.0,257966.66666666666,259266.66666666666,262833.3333333333,265700.0,266200.0,271800.0,0.9336071184120466
Tennessee,Cookeville,86166.66666666667,87100.0,88500.0,89333.33333333333,90800.0,92966.66666666667,92966.66666666667,93033.33333333333,92766.66666666667,90700.0,90433.33333333333,91133.33333333333,91900.0,94200.0,95766.66666666667,96933.33333333333,98633.33333333333,99866.66666666667,101800.0,105166.66666666667,106866.66666666667,108666.66666666667,111400.0,113100.0,113633.33333333333,115533.33333333333,119233.33333333333,120733.33333333333,123066.66666666667,124400.0,121900.0,121133.33333333333,121533.33333333333,120333.33333333333,120766.66666666667,120633.33333333333,120800.0,121700.0,121100.0,121433.33333333333,123166.66666666667,122800.0,122000.0,121300.0,119233.33333333333,118400.0,120466.66666666667,122533.33333333333,122666.66666666667,124533.33333333333,125300.0,124700.0,124933.33333333333,124400.0,121900.0,121333.33333333333,121733.33333333333,121200.0,122700.0,123700.0,125133.33333333333,129866.66666666667,133533.33333333334,135133.33333333334,136000.0,136500.0,137050.0,0.9887701999452204
Oregon,McMinnville,139566.66666666666,139966.66666666666,140266.66666666666,140733.33333333334,142500.0,143533.33333333334,143400.0,143133.33333333334,143133.33333333334,145900.0,148166.66666666666,148866.66666666666,150266.66666666666,151100.0,152866.66666666666,154900.0,156800.0,158966.66666666666,161633.33333333334,165733.33333333334,172433.33333333334,176666.66666666666,183000.0,192933.33333333334,201400.0,212733.33333333334,222533.33333333334,227900.0,229300.0,233700.0,234666.66666666666,233766.66666666666,227666.66666666666,226700.0,222500.0,217066.66666666666,214500.0,212033.33333333334,206333.33333333334,202133.33333333334,203400.0,191066.66666666666,189233.33333333334,188933.33333333334,188266.66666666666,184600.0,181466.66666666666,178633.33333333334,173166.66666666666,171400.0,169500.0,168200.0,170466.66666666666,174666.66666666666,180966.66666666666,185600.0,187633.33333333334,193200.0,196066.66666666666,199866.66666666666,204933.33333333334,212600.0,218966.66666666666,225100.0,231166.66666666666,239766.66666666666,245350.0,1.0691715139129068
Colorado,Durango,170300.0,177700.0,178933.33333333334,180933.33333333334,185266.66666666666,189333.33333333334,194233.33333333334,201033.33333333334,204600.0,211900.0,215800.0,221233.33333333334,226533.33333333334,234233.33333333334,241766.66666666666,248600.0,254533.33333333334,260333.33333333334,266700.0,272533.3333333333,281200.0,289100.0,301133.3333333333,311933.3333333333,322800.0,331000.0,334933.3333333333,336700.0,342400.0,344100.0,349133.3333333333,356700.0,350100.0,356066.6666666667,354033.3333333333,344833.3333333333,344200.0,336666.6666666667,334033.3333333333,333700.0,331666.6666666667,328800.0,325866.6666666667,321766.6666666667,316100.0,313900.0,308733.3333333333,310366.6666666667,312033.3333333333,306766.6666666667,308033.3333333333,313100.0,316333.3333333333,319833.3333333333,328433.3333333333,328666.6666666667,337166.6666666667,344900.0,348800.0,358266.6666666667,359433.3333333333,361666.6666666667,364000.0,363000.0,367200.0,376900.0,383250.0,1.0576237623762377
